n,time,memory,collisions
27251,2.17,19840,0
27301,2.15,20012,0
27351,2.20,19928,0
27401,2.17,19940,0
27451,2.11,20000,0
27501,2.19,20020,0
27551,2.11,19812,0
27601,2.15,19936,0
27651,2.23,20012,0
27701,2.14,19880,0
27751,2.19,19996,0
27801,2.16,20764,0
27851,2.13,20628,0
27901,2.18,20620,0
27951,2.25,20684,0
28001,2.15,20712,0
28051,2.17,20768,0
28101,2.18,20576,0
28151,2.16,20672,0
28201,2.22,20768,0
28251,2.25,20752,0
28301,2.29,20608,0
28351,2.20,20688,0
28401,2.32,20736,0
28451,2.27,20764,0
28501,2.31,20752,0
28551,2.26,20632,0
28601,2.30,20684,0
28651,2.25,20756,0
28701,2.35,20736,0
28751,2.27,20788,0
28801,2.31,20640,0
28851,2.27,20744,0
28901,2.28,20632,0
28951,2.36,20672,0
29001,2.49,20764,0
29051,2.35,20768,0
29101,2.31,20764,0
29151,2.42,20648,0
29201,2.38,20680,0
29251,2.42,20760,0
29301,2.47,20760,0
29351,2.38,20728,0
29401,2.38,20752,0
29451,2.40,20768,0
29501,2.37,20760,0
29551,2.43,20644,0
29601,2.40,20760,0
29651,2.43,20796,0
29701,2.43,20724,0
29751,2.42,20760,0
29801,2.48,20720,0
29851,2.49,20504,0
29901,2.57,20760,0
29951,2.45,20784,0
30001,2.50,20604,0
30051,2.48,20760,0
30101,2.51,20760,0
30151,2.50,20672,0
30201,2.57,20612,0
30251,2.49,20704,0
30301,2.54,20728,0
30351,2.55,20468,0
30401,2.61,20628,0
30451,2.58,20728,0
30501,2.61,21360,0
30551,2.62,21496,0
30601,2.62,21360,0
30651,2.62,21384,0
30701,2.61,21372,0
30751,2.61,21540,0
30801,2.59,21392,0
30851,2.64,21484,0
30901,2.66,21480,0
30951,2.61,21472,0
31001,2.61,21484,0
31051,2.60,21492,0
31101,2.62,21372,0
31151,2.62,21360,0
31201,2.65,21488,0
31251,2.72,21364,0
31301,2.66,21488,0
31351,2.69,21312,0
31401,2.72,21480,0
31451,2.73,21440,0
31501,2.73,21488,0
31551,2.73,21484,0
31601,2.75,21368,0
31651,2.79,21268,0
31701,2.74,21304,0
31751,2.75,21484,0
31801,2.80,21364,0
31851,2.87,21372,0
31901,2.77,21420,0
31951,2.77,21472,0
32001,2.76,21492,0
32051,2.81,21488,0
32101,2.81,21480,0
32151,2.81,21488,0
32201,2.82,21488,0
32251,2.84,21432,0
32301,2.93,21364,0
32351,2.92,21480,0
32401,2.93,21492,0
32451,2.92,21476,0
32501,2.94,21448,0
32551,2.89,21484,0
32601,2.91,21456,0
32651,2.97,21428,0
32701,2.90,21356,0
32751,2.98,21484,0
32801,3.00,21476,0
32851,2.95,21468,0
32901,3.02,21488,0
32951,3.01,21444,0
33001,3.03,21492,0
33051,3.12,21504,0
33101,3.02,21484,0
33151,3.13,21504,0
33201,3.05,21364,0
33251,3.04,21412,0
33301,3.03,21496,0
33351,3.17,22028,0
33401,3.15,22156,0
33451,3.02,22152,0
33501,3.04,22164,0
33551,3.06,22160,0
33601,3.05,22144,0
33651,3.06,22164,0
33701,3.05,22164,0
33751,3.28,22156,0
33801,3.10,22152,0
33851,3.11,22132,0
33901,3.11,22168,0
33951,3.18,22164,0
34001,3.13,22164,0
34051,3.11,22024,0
34101,3.25,22164,0
34151,3.16,22168,0
34201,3.18,22128,0
34251,3.21,22156,0
34301,3.22,22048,0
34351,3.27,22032,0
34401,3.26,21756,0
34451,3.22,22160,0
34501,3.29,22168,0
34551,3.31,22112,0
34601,3.28,22136,0
34651,3.24,22168,0
34701,3.29,22172,0
34751,3.29,22060,0
34801,3.30,22168,0
34851,3.34,22176,0
34901,3.44,22132,0
34951,3.46,22032,0
35001,3.36,22036,0
35051,3.38,22172,0
35101,3.41,22172,0
35151,3.37,22060,0
35201,3.36,22112,0
35251,3.36,22164,0
35301,3.37,22184,0
35351,3.54,22032,0
35401,3.41,22020,0
35451,3.53,22060,0
35501,3.44,22040,0
35551,3.43,22164,0
35601,3.47,22160,0
35651,3.55,22176,0
35701,3.43,22164,0
35751,3.52,22156,0
35801,3.50,22156,0
35851,3.50,22040,0
35901,3.55,22164,0
35951,3.62,22160,0
36001,3.55,22120,0
36051,3.59,22056,0
36101,3.61,22112,0
36151,3.68,22032,0
36201,3.56,22036,0
36251,3.71,22040,0
36301,3.59,22652,0
36351,3.62,22736,0
36401,3.66,22772,0
36451,3.67,22552,0
36501,3.60,22768,0
36551,3.60,22760,0
36601,3.74,22772,0
36651,3.64,22744,0
36701,3.69,22648,0
36751,3.69,22760,0
36801,3.78,22600,0
36851,3.85,22764,0
36901,3.76,22772,0
36951,3.84,22752,0
37001,3.67,22716,0
37051,3.83,22744,0
37101,3.72,22640,0
37151,3.90,22760,0
37201,3.93,22764,0
37251,3.88,22688,0
37301,3.97,22776,0
37351,4.05,22652,0
37401,4.11,22768,0
37451,4.05,22772,0
37501,4.04,22768,0
37551,3.89,22652,0
37601,3.84,22764,0
37651,3.89,22776,0
37701,3.90,22640,0
37751,3.86,22780,0
37801,3.91,22760,0
37851,3.89,22656,0
37901,3.94,22636,0
37951,3.93,22764,0
38001,3.91,22660,0
38051,4.04,22696,0
38101,3.96,22640,0
38151,3.94,22568,0
38201,3.98,22724,0
38251,4.06,22800,0
38301,3.95,22744,0
38351,3.98,22768,0
38401,3.99,22780,0
