n,time,memory,collisions
84500,0.48,45404,0
84600,0.48,45412,0
84700,0.47,45404,0
84800,0.49,45292,0
84900,0.50,45400,0
85000,0.48,45376,0
85100,0.53,45292,0
85200,0.48,45340,0
85300,0.50,45408,0
85400,0.48,45352,0
85500,0.48,45400,0
85600,0.51,45304,0
85700,0.48,45372,0
85800,0.49,45416,0
85900,0.51,45292,0
86000,0.49,45404,0
86100,0.48,45676,0
86200,0.49,45632,0
86300,0.50,45728,0
86400,0.55,45720,0
86500,0.52,45720,0
86600,0.51,45684,0
86700,0.53,45716,0
86800,0.53,45680,0
86900,0.51,45584,0
87000,0.50,45736,0
87100,0.51,45628,0
87200,0.51,45620,0
87300,0.53,45616,0
87400,0.53,45676,0
87500,0.51,45676,0
87600,0.51,45716,0
87700,0.50,45716,0
87800,0.52,45728,0
87900,0.52,45720,0
88000,0.52,45740,0
88100,0.52,45672,0
88200,0.51,45600,0
88300,0.49,45652,0
88400,0.51,45708,0
88500,0.48,45608,0
88600,0.52,45660,0
88700,0.52,45652,0
88800,0.50,45720,0
88900,0.52,45616,0
89000,0.53,45672,0
89100,0.53,45604,0
89200,0.53,45700,0
89300,0.51,45740,0
89400,0.53,45684,0
89500,0.50,45708,0
89600,0.51,45728,0
89700,0.53,45600,0
89800,0.50,45724,0
89900,0.52,45732,0
90000,0.51,45676,0
90100,0.52,45728,0
90200,0.51,45724,0
90300,0.54,45724,0
90400,0.50,45724,0
90500,0.51,45640,0
90600,0.50,45628,0
90700,0.52,45720,0
90800,0.53,45648,0
90900,0.55,45728,0
91000,0.55,46136,0
91100,0.53,46012,0
91200,0.51,46012,0
91300,0.56,46004,0
91400,0.53,46012,0
91500,0.55,46024,0
91600,0.53,46008,0
91700,0.55,46016,0
91800,0.54,46012,0
91900,0.53,46020,0
92000,0.53,46016,0
92100,0.52,46016,0
92200,0.51,45856,0
92300,0.54,45988,0
92400,0.52,46008,0
92500,0.53,45984,0
92600,0.53,45936,0
92700,0.52,45988,0
92800,0.54,45992,0
92900,0.54,45872,0
93000,0.51,46048,0
93100,0.53,46008,0
