n,time,memory,collisions
52800,0.38,38452,0
52900,0.37,38504,0
53000,0.35,38428,0
53100,0.34,38552,0
53200,0.32,38544,0
53300,0.32,38524,0
53400,0.33,38536,0
53500,0.32,38528,0
53600,0.33,38544,0
53700,0.35,38544,0
53800,0.40,38436,0
53900,0.37,38544,0
54000,0.36,38528,0
54100,0.41,38480,0
54200,0.41,38388,0
54300,0.35,38440,0
54400,0.38,38448,0
54500,0.39,38520,0
54600,0.38,38532,0
54700,0.41,38532,0
54800,0.38,38444,0
54900,0.36,38464,0
55000,0.40,38476,0
55100,0.39,38432,0
55200,0.39,38532,0
55300,0.41,38496,0
55400,0.38,38412,0
55500,0.45,38416,0
55600,0.37,38568,0
55700,0.38,38472,0
55800,0.39,38524,0
55900,0.38,38404,0
56000,0.38,38540,0
56100,0.38,38524,0
56200,0.39,38524,0
56300,0.42,38532,0
56400,0.40,38536,0
56500,0.37,38292,0
56600,0.40,38420,0
56700,0.37,38440,0
56800,0.42,38812,0
56900,0.38,38832,0
57000,0.38,38828,0
57100,0.35,38764,0
57200,0.37,38756,0
57300,0.36,38740,0
57400,0.37,39196,0
57500,0.37,39264,0
57600,0.37,39292,0
57700,0.39,39276,0
57800,0.39,39176,0
57900,0.36,39192,0
58000,0.39,39248,0
58100,0.43,39140,0
58200,0.39,39260,0
58300,0.42,39068,0
58400,0.39,39284,0
58500,0.40,39268,0
58600,0.39,39272,0
58700,0.39,39248,0
58800,0.40,39192,0
58900,0.38,39204,0
59000,0.41,39272,0
59100,0.38,39284,0
59200,0.38,39288,0
59300,0.39,39240,0
59400,0.41,39236,0
59500,0.40,39344,0
59600,0.40,39284,0
59700,0.40,39280,0
59800,0.41,39168,0
59900,0.38,39272,0
60000,0.39,39188,0
60100,0.36,39276,0
60200,0.36,39248,0
60300,0.35,39284,0
60400,0.37,39280,0
60500,0.36,39192,0
60600,0.38,39180,0
60700,0.35,39148,0
60800,0.36,39280,0
60900,0.36,39260,0
61000,0.35,39292,0
61100,0.36,39284,0
61200,0.35,39276,0
61300,0.34,39296,0
61400,0.39,39220,0
61500,0.39,39216,0
61600,0.40,40480,0
61700,0.42,40472,0
61800,0.39,40456,0
61900,0.47,40300,0
62000,0.44,40300,0
62100,0.44,40472,0
62200,0.43,40448,0
62300,0.40,40420,0
62400,0.45,40348,0
62500,0.43,40412,0
62600,0.40,40376,0
62700,0.41,40420,0
62800,0.41,40464,0
62900,0.44,40476,0
63000,0.41,40364,0
63100,0.44,40488,0
63200,0.41,40384,0
63300,0.42,40376,0
63400,0.45,40388,0
63500,0.44,40484,0
63600,0.44,40296,0
63700,0.44,40500,0
63800,0.43,40368,0
63900,0.44,40428,0
64000,0.45,40452,0
64100,0.41,40428,0
64200,0.41,40472,0
64300,0.40,40388,0
64400,0.42,40472,0
64500,0.42,40420,0
64600,0.39,40416,0
64700,0.40,40472,0
64800,0.39,40468,0
64900,0.41,40412,0
65000,0.40,40464,0
65100,0.40,40468,0
65200,0.39,40444,0
65300,0.41,40364,0
65400,0.40,40444,0
65500,0.39,40428,0
65600,0.40,40456,0
65700,0.40,40468,0
65800,0.41,40468,0
65900,0.40,40468,0
66000,0.41,40476,0
66100,0.41,40264,0
66200,0.42,40480,0
66300,0.40,40480,0
66400,0.41,40624,0
66500,0.41,40616,0
66600,0.41,40608,0
66700,0.41,40612,0
66800,0.42,40620,0
66900,0.44,40588,0
67000,0.41,40484,0
67100,0.45,40492,0
67200,0.42,40504,0
67300,0.43,40392,0
67400,0.43,40600,0
67500,0.41,40604,0
67600,0.41,40604,0
67700,0.43,40512,0
67800,0.41,40588,0
67900,0.42,40608,0
68000,0.42,40620,0
68100,0.42,40620,0
68200,0.43,40600,0
68300,0.44,40616,0
68400,0.41,40572,0
68500,0.41,40592,0
68600,0.41,40596,0
68700,0.42,40500,0
68800,0.44,40628,0
68900,0.42,40508,0
69000,0.42,40612,0
69100,0.44,40428,0
69200,0.41,40564,0
69300,0.40,40604,0
69400,0.44,40464,0
69500,0.44,40548,0
69600,0.43,40616,0
69700,0.41,40596,0
69800,0.37,40572,0
69900,0.37,40552,0
70000,0.41,40560,0
70100,0.38,40604,0
70200,0.38,40552,0
70300,0.41,40616,0
70400,0.40,40600,0
70500,0.40,40612,0
70600,0.43,40600,0
70700,0.40,40620,0
70800,0.39,40596,0
70900,0.39,40620,0
71000,0.39,40624,0
71100,0.42,40608,0
71200,0.41,40592,0
71300,0.38,40616,0
71400,0.41,40800,0
71500,0.44,40756,0
71600,0.42,40828,0
71700,0.39,40840,0
71800,0.40,40832,0
71900,0.40,40828,0
72000,0.40,40736,0
72100,0.41,40828,0
72200,0.40,40816,0
72300,0.40,40808,0
72400,0.41,40828,0
72500,0.41,40760,0
72600,0.39,40832,0
72700,0.42,40820,0
72800,0.43,40780,0
72900,0.41,40760,0
73000,0.42,40800,0
73100,0.40,40828,0
73200,0.41,40836,0
73300,0.42,40776,0
73400,0.40,40836,0
73500,0.42,40816,0
73600,0.41,40840,0
73700,0.43,40740,0
73800,0.41,40840,0
73900,0.42,40772,0
74000,0.40,40740,0
74100,0.40,40752,0
74200,0.43,40796,0
74300,0.40,40828,0
74400,0.43,40844,0
74500,0.40,40816,0
74600,0.41,40832,0
74700,0.46,40716,0
74800,0.45,40840,0
74900,0.46,40836,0
75000,0.45,40744,0
75100,0.45,40764,0
75200,0.46,40840,0
75300,0.45,40840,0
75400,0.46,40832,0
75500,0.46,40820,0
75600,0.48,40740,0
75700,0.45,40844,0
75800,0.44,40732,0
75900,0.43,40820,0
76000,0.43,40824,0
76100,0.44,40844,0
76200,0.45,40848,0
76300,0.45,40888,0
76400,0.46,40908,0
76500,0.47,40924,0
76600,0.45,40892,0
76700,0.46,40832,0
76800,0.45,40836,0
76900,0.47,40900,0
77000,0.47,40912,0
77100,0.47,40880,0
77200,0.48,40892,0
77300,0.49,40876,0
77400,0.48,40884,0
77500,0.51,40888,0
77600,0.42,40920,0
77700,0.52,40880,0
77800,0.49,40756,0
77900,0.49,40888,0
78000,0.48,40892,0
78100,0.42,40896,0
78200,0.46,40840,0
78300,0.46,40904,0
78400,0.51,40672,0
78500,0.47,40860,0
78600,0.45,40872,0
78700,0.42,40812,0
78800,0.45,40796,0
78900,0.45,40848,0
79000,0.45,40872,0
79100,0.45,40880,0
79200,0.48,40908,0
79300,0.43,40836,0
79400,0.44,40820,0
79500,0.43,40896,0
79600,0.44,40924,0
79700,0.44,40844,0
79800,0.44,40840,0
79900,0.44,40888,0
80000,0.48,40788,0
80100,0.48,40864,0
80200,0.47,40856,0
80300,0.43,40896,0
80400,0.46,40984,0
80500,0.47,40848,0
80600,0.47,40876,0
80700,0.45,40868,0
80800,0.50,40900,0
80900,0.47,40792,0
81000,0.47,40868,0
81100,0.47,40876,0
81200,0.46,40800,0
81300,0.46,41028,0
81400,0.46,41048,0
81500,0.49,41016,0
81600,0.47,41060,0
81700,0.46,41040,0
81800,0.46,40980,0
81900,0.47,41020,0
82000,0.46,40976,0
82100,0.47,41032,0
82200,0.45,41044,0
82300,0.47,41032,0
82400,0.46,40916,0
82500,0.48,41052,0
82600,0.48,40944,0
82700,0.50,40932,0
82800,0.51,41044,0
82900,0.51,41036,0
83000,0.52,41048,0
83100,0.50,41036,0
83200,0.50,40964,0
83300,0.49,41056,0
83400,0.50,41040,0
83500,0.49,40936,0
83600,0.47,41020,0
83700,0.48,40936,0
83800,0.46,41080,0
83900,0.47,41056,0
84000,0.46,41048,0
84100,0.46,41024,0
84200,0.47,40952,0
84300,0.49,41044,0
84400,0.46,40932,0
84500,0.47,41012,0
84600,0.49,41040,0
84700,0.48,41028,0
84800,0.46,40996,0
84900,0.47,40984,0
85000,0.47,41028,0
85100,0.46,41032,0
85200,0.46,41008,0
85300,0.46,41032,0
85400,0.47,41048,0
85500,0.46,41052,0
85600,0.48,40776,0
85700,0.46,41028,0
85800,0.46,41040,0
85900,0.46,41024,0
86000,0.47,41028,0
86100,0.47,41048,0
86200,0.49,40996,0
86300,0.49,41052,0
86400,0.48,40988,0
86500,0.48,41040,0
86600,0.48,41076,0
86700,0.47,41044,0
86800,0.49,41052,0
86900,0.49,41004,0
87000,0.48,41088,0
87100,0.51,41008,0
87200,0.48,41048,0
87300,0.53,41036,0
87400,0.52,40952,0
87500,0.49,41060,0
87600,0.50,41056,0
87700,0.52,41024,0
87800,0.50,40920,0
87900,0.50,41052,0
88000,0.51,41044,0
88100,0.50,41044,0
88200,0.49,41040,0
88300,0.48,41064,0
88400,0.46,41048,0
88500,0.47,41080,0
88600,0.47,41040,0
88700,0.47,41048,0
88800,0.47,41040,0
88900,0.47,41032,0
89000,0.50,41020,0
89100,0.47,41096,0
89200,0.48,41004,0
89300,0.48,40948,0
89400,0.51,41016,0
89500,0.50,41060,0
89600,0.49,40948,0
89700,0.49,41040,0
89800,0.48,40956,0
89900,0.49,41048,0
90000,0.49,41056,0
90100,0.51,41040,0
90200,0.49,41052,0
90300,0.49,41040,0
90400,0.48,41052,0
90500,0.49,41060,0
90600,0.49,41044,0
90700,0.50,41060,0
90800,0.49,40996,0
90900,0.51,41052,0
91000,0.49,41052,0
91100,0.50,41044,0
91200,0.50,41100,0
91300,0.50,41096,0
91400,0.50,40992,0
91500,0.51,41032,0
91600,0.51,41088,0
91700,0.52,41092,0
91800,0.49,41088,0
91900,0.54,41012,0
92000,0.50,41100,0
92100,0.50,41072,0
92200,0.53,41068,0
92300,0.50,41088,0
92400,0.50,41096,0
92500,0.52,41088,0
92600,0.51,41000,0
92700,0.49,41016,0
92800,0.51,41056,0
92900,0.49,41080,0
93000,0.50,41040,0
93100,0.49,41096,0
93200,0.50,41108,0
93300,0.51,41048,0
93400,0.52,41096,0
93500,0.50,40836,0
93600,0.51,41032,0
93700,0.52,41096,0
93800,0.53,41092,0
93900,0.52,41068,0
94000,0.52,41024,0
94100,0.51,41088,0
94200,0.52,41080,0
94300,0.51,40976,0
94400,0.54,41088,0
94500,0.56,41080,0
94600,0.54,41016,0
94700,0.53,41032,0
94800,0.50,41088,0
94900,0.49,41028,0
95000,0.47,41084,0
95100,0.52,41088,0
95200,0.50,41088,0
95300,0.51,41080,0
95400,0.50,41088,0
95500,0.54,41104,0
95600,0.50,41068,0
95700,0.50,41084,0
95800,0.51,41088,0
95900,0.49,41084,0
96000,0.48,40992,0
96100,0.49,41084,0
96200,0.49,41052,0
96300,0.50,41104,0
96400,0.52,41108,0
96500,0.54,41080,0
96600,0.53,41096,0
96700,0.54,41116,0
96800,0.53,41096,0
96900,0.54,41112,0
97000,0.53,41112,0
97100,0.53,40992,0
97200,0.51,41092,0
97300,0.49,41048,0
97400,0.50,41108,0
97500,0.53,41104,0
97600,0.52,41084,0
97700,0.55,41048,0
97800,0.60,41120,0
97900,0.58,41032,0
98000,0.61,41112,0
98100,0.57,41100,0
98200,0.57,41092,0
98300,0.59,41036,0
98400,0.60,41040,0
98500,0.59,41088,0
98600,0.58,41108,0
98700,0.59,40988,0
98800,0.58,41100,0
98900,0.56,41076,0
99000,0.58,41104,0
99100,0.56,40992,0
99200,0.59,40996,0
99300,0.58,41112,0
99400,0.56,41100,0
99500,0.58,41100,0
99600,0.56,41140,0
99700,0.57,41036,0
99800,0.54,41108,0
99900,0.54,41112,0
